uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
17710,Nicolás González Iglesias,Gold Non-rare,N/A,255069,79,10,-1,-1,-1,16777216,0,0,0,16,0,0,0,0,2,3,66,67,67,57,77,80,79,76,85,75,73,72,79,81,70,78,70,59,69,79,83,74,76,79,79,70,58,62,60,10,10,10,10,10
17711,Ryan Christie,Gold Non-rare,N/A,213884,79,10,-1,-1,-1,67174400,0,0,0,49,21,0,0,0,2,4,73,66,78,80,69,85,69,80,82,79,81,74,77,77,72,77,68,70,53,79,80,74,77,79,76,74,50,75,73,10,10,10,10,10
17712,Pablo Fornals Malla,Gold Non-rare,N/A,226456,79,10,-1,-1,-1,1048576,0,0,0,16,25,22,0,0,3,3,66,65,75,73,64,81,66,78,74,82,75,78,84,83,80,79,76,70,50,80,80,75,76,80,77,75,70,74,55,10,10,10,10,10
17713,Nahuel Molina,Gold Rare,N/A,233084,79,3,-1,-1,-1,36864,0,0,0,6,0,0,0,0,2,3,79,84,81,76,74,85,63,76,74,74,77,77,76,76,78,75,67,44,63,69,76,75,70,69,77,76,62,68,45,10,10,10,10,10
17714,Ian Maatsen,Gold Rare,N/A,248465,79,7,-1,-1,-1,2359296,0,0,0,10,0,0,0,0,2,2,88,87,86,86,70,74,52,78,73,76,76,68,72,80,77,81,64,62,58,70,79,74,72,70,72,78,57,71,45,10,10,10,10,10
17715,Konstantinos Tzolakis,Gold Non-rare,N/A,252552,79,0,-1,-1,-1,0,4,0,0,1,0,0,0,0,0,3,53,56,63,57,68,43,68,73,38,61,9,9,61,41,12,26,10,11,11,56,47,8,56,56,14,14,11,31,16,79,77,74,81,79
17716,Vanja Milinković-Savić,Gold Rare,N/A,224836,79,0,-1,-1,-1,1024,3,0,0,45,0,0,0,0,0,3,41,45,38,38,67,33,73,72,34,65,21,12,58,18,18,15,20,40,12,30,31,11,63,30,15,19,16,40,24,79,77,84,79,81
17717,Julian Ryerson,Gold Rare,N/A,229891,79,3,-1,-1,-1,335560704,0,0,0,6,10,0,0,0,1,3,77,72,76,77,74,83,80,77,86,74,74,63,63,76,79,76,62,54,64,69,76,83,73,69,75,80,55,63,44,10,10,10,10,10
17718,Anton Stach,Gold Rare,N/A,257191,79,10,-1,-1,-1,336396292,0,0,0,49,20,0,0,0,2,4,68,71,62,48,85,82,81,79,74,68,88,74,76,77,75,74,59,64,76,75,76,70,85,75,79,78,54,71,51,10,10,10,10,10
17719,Jordan Henderson,Gold Non-rare,N/A,183711,79,10,-1,-1,-1,132352,0,0,0,16,21,0,0,0,2,3,62,67,62,65,74,77,77,79,80,78,78,75,78,78,81,74,69,70,63,83,81,77,77,83,76,74,70,80,67,10,10,10,10,10
17720,Marcos Alonso Mendoza,Gold Non-rare,N/A,192638,79,5,-1,-1,-1,0,0,0,0,13,9,0,0,0,2,3,58,56,63,56,80,74,76,79,80,79,81,77,76,77,83,76,70,83,79,76,82,80,82,76,80,79,76,84,75,10,10,10,10,10
17721,Paul Pogba,Gold Rare,N/A,195864,79,14,-1,-1,-1,1057800,0,0,0,21,16,0,0,0,4,4,60,68,68,65,82,56,88,71,77,82,60,73,83,86,72,87,68,79,73,86,84,52,88,86,63,61,81,84,77,10,10,10,10,10
17722,Maitane López Millán,Gold Rare,N/A,228628,79,10,-1,-1,-1,285278464,0,0,0,15,48,0,0,0,2,3,71,67,81,62,90,82,83,77,77,72,76,66,76,80,75,69,54,62,81,74,80,79,75,74,80,77,55,71,57,10,10,10,10,10
17723,Sergio Gómez Martín,Gold Non-rare,N/A,241811,79,16,-1,-1,-1,8200,0,0,0,128,128,10,22,0,3,3,76,70,82,83,64,78,58,75,68,76,75,75,80,79,81,79,73,76,47,76,81,72,77,76,74,72,69,78,78,10,10,10,10,10
17724,Dan Ndoye,Gold Rare,N/A,257980,79,16,-1,-1,-1,35651968,0,0,0,30,26,0,0,0,2,3,86,92,84,74,73,81,65,75,59,74,62,76,70,81,76,83,74,57,53,63,71,59,75,63,67,65,67,74,60,10,10,10,10,10
17725,Elene Lete Para,Gold Non-rare,N/A,272213,79,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,52,57,60,45,62,20,36,77,18,30,15,9,30,12,9,12,10,12,15,20,15,10,56,20,16,20,8,11,11,80,75,75,80,78
17726,Nicolò Rovella,Gold Non-rare,N/A,255001,79,10,-1,-1,-1,67313920,0,0,0,16,20,0,0,0,2,4,75,77,79,77,72,85,62,77,78,74,78,68,79,80,67,78,52,71,62,80,82,76,72,80,77,76,68,74,60,10,10,10,10,10
17727,Amadou Onana,Gold Non-rare,N/A,257057,79,10,-1,-1,-1,554434576,0,0,0,14,0,0,0,0,2,4,64,82,49,52,85,76,83,75,83,74,76,67,76,78,58,76,57,42,78,77,80,78,75,77,80,79,51,72,39,10,10,10,10,10
17728,Jasper Cillessen,Gold Non-rare,N/A,199987,79,0,-1,-1,-1,0,32,0,0,1,0,0,0,0,0,3,56,50,48,50,69,40,67,79,25,61,25,11,55,32,17,12,10,10,12,33,50,18,53,33,12,11,19,10,21,78,78,71,80,78
17729,Ramona Bachmann,Gold Non-rare,N/A,264892,79,16,-1,-1,-1,5243136,0,0,0,29,40,0,0,0,2,3,74,71,78,80,79,71,80,78,79,75,56,86,80,86,70,79,80,69,61,72,83,53,77,72,51,43,69,74,69,10,10,10,10,10
17730,Fiamma Benítez Ianuzzi,Gold Rare,N/A,272094,79,18,-1,-1,-1,16785664,0,0,0,32,18,0,0,0,3,3,80,76,79,76,77,84,72,75,55,70,63,77,80,80,71,80,77,72,59,76,82,52,65,76,67,55,62,67,70,10,10,10,10,10
17731,Hamari Traoré,Gold Rare,N/A,219789,79,3,-1,-1,-1,136314880,0,0,0,5,0,0,0,0,2,3,80,83,74,80,83,90,73,74,75,72,72,72,66,75,80,75,52,42,71,73,75,72,72,73,77,76,32,74,47,10,10,10,10,10
17732,Pau López Sabata,Gold Non-rare,N/A,221087,79,0,-1,-1,-1,0,33,0,0,1,0,0,0,0,0,3,45,52,40,57,60,42,52,76,39,62,16,20,69,43,24,18,19,21,15,55,63,19,59,55,20,11,17,23,25,77,77,78,79,79
17733,Matty Cash,Gold Non-rare,N/A,227174,79,3,-1,-1,-1,134217728,0,0,0,5,0,0,0,0,2,3,74,75,73,67,67,86,68,79,84,72,76,71,66,76,77,75,66,48,49,71,74,77,77,71,80,80,55,70,44,10,10,10,10,10
17734,Mackenzie Arnold,Gold Non-rare,N/A,227925,79,0,-1,-1,-1,0,1,0,0,45,0,0,0,0,0,2,54,46,41,54,64,36,59,78,22,53,20,10,50,25,15,19,13,13,8,31,32,20,58,31,12,16,15,15,22,78,73,77,81,78
17735,Mauro Jaqueson J. Ferreira Santos,Gold Rare,N/A,241509,79,7,-1,-1,-1,8192,0,0,0,10,6,20,0,0,3,3,82,83,90,83,54,85,38,79,81,78,77,73,76,81,76,79,63,73,58,74,77,75,68,74,74,73,65,76,68,10,10,10,10,10
17736,Ismael Saibari,Gold Non-rare,N/A,259480,79,18,-1,-1,-1,16777344,0,0,0,33,18,0,0,0,3,4,81,76,77,80,81,79,83,80,65,74,51,78,78,84,71,83,75,59,57,71,78,50,79,71,53,44,68,75,57,10,10,10,10,10
17737,Oihane Hernández Zurbano,Gold Non-rare,N/A,271945,79,3,-1,-1,-1,2097152,0,0,0,6,0,0,0,0,2,4,79,78,77,73,75,83,72,77,66,71,77,69,70,81,75,66,61,58,55,75,79,79,60,75,79,77,55,80,61,10,10,10,10,10
17738,Alexandr Golovin,Gold Non-rare,N/A,225663,79,16,-1,-1,-1,5243137,0,0,0,29,33,0,0,0,3,4,73,73,85,77,61,79,56,77,76,80,71,77,80,83,76,82,74,81,46,75,80,45,78,75,72,66,72,82,60,10,10,10,10,10
17739,Lauren Barnes,Gold Rare,N/A,233246,79,5,-1,-1,-1,268436480,0,0,0,48,0,0,0,0,1,3,73,75,70,81,80,81,80,79,78,81,80,58,62,81,72,73,41,66,68,74,81,84,68,74,83,77,57,78,47,10,10,10,10,10
17740,Manuela Zinsberger,Gold Non-rare,N/A,265242,79,0,-1,-1,-1,0,12,0,0,45,0,0,0,0,0,4,48,42,46,62,70,22,78,77,26,56,10,11,70,36,31,11,18,24,6,15,23,20,59,15,13,16,12,19,53,78,77,78,78,80
17741,Kasper Schmeichel,Gold Non-rare,N/A,163587,79,0,-1,-1,-1,1024,34,0,0,45,0,0,0,0,0,3,38,47,57,47,67,31,72,79,45,65,20,13,61,40,18,12,12,15,16,66,59,14,61,66,14,13,15,13,26,78,77,81,79,79
17742,Juan Musso,Gold Non-rare,N/A,214979,79,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,46,42,32,39,68,35,70,70,27,67,18,19,48,20,20,16,18,12,15,24,31,12,55,24,14,16,15,16,25,79,77,73,82,81
17743,Sergio Herrera Pirón,Gold Rare,N/A,224003,79,0,-1,-1,-1,1024,7,0,0,2,0,0,0,0,0,3,45,50,45,45,66,42,67,77,25,53,12,13,37,27,20,15,16,21,14,21,24,15,56,21,17,18,16,21,32,79,78,75,80,77
17744,Rasmus Kristensen,Gold Non-rare,N/A,233301,79,3,-1,-1,-1,335544320,0,0,0,6,0,0,0,0,2,4,66,72,61,64,83,84,78,81,85,74,78,74,66,75,77,72,60,56,78,67,72,80,75,67,79,74,59,66,58,10,10,10,10,10
17745,Marie Levasseur,Gold Non-rare,N/A,264807,79,3,-1,-1,-1,403374080,0,0,0,5,0,0,0,0,2,4,72,81,71,68,86,88,77,74,67,69,75,66,53,79,72,73,68,52,80,60,73,74,63,60,77,78,68,63,57,10,10,10,10,10
17746,Mario Gila Fuentes,Gold Rare,N/A,268804,79,5,-1,-1,-1,17408,0,0,0,13,0,0,0,0,1,4,83,87,74,72,88,82,71,79,76,76,81,42,62,78,64,72,48,48,79,66,74,81,68,66,78,80,51,64,38,10,10,10,10,10
17747,Łukasz Skorupski,Gold Non-rare,N/A,189908,79,0,-1,-1,-1,0,1,0,0,45,0,0,0,0,0,3,51,51,48,38,63,31,58,76,33,58,17,13,40,23,19,18,11,19,10,26,35,18,51,26,15,14,17,12,22,79,76,68,83,78
17748,Kepa Arrizabalaga,Gold Non-rare,N/A,206585,79,0,-1,-1,-1,0,2,0,0,45,0,0,0,0,0,4,38,42,45,38,60,35,55,77,20,62,20,10,60,33,13,20,11,15,15,60,60,20,62,60,17,18,10,20,23,77,78,82,81,77
17749,Nicolás Domínguez,Gold Non-rare,N/A,237819,79,10,-1,-1,-1,67371008,0,0,0,17,18,0,0,0,2,4,72,67,82,80,74,89,67,75,88,70,78,66,73,77,60,74,63,52,68,77,80,72,72,77,80,77,52,69,51,10,10,10,10,10
17750,Pervis Estupiñán,Gold Non-rare,N/A,237942,79,7,-1,-1,-1,0,0,0,0,10,0,0,0,0,2,3,77,76,74,73,77,81,68,77,70,72,77,70,72,79,79,80,48,79,70,72,79,72,67,72,78,76,38,78,65,10,10,10,10,10
17751,Álvaro Valles Rosa,Gold Non-rare,N/A,246657,79,0,-1,-1,-1,0,36,0,0,1,0,0,0,0,0,4,40,42,38,35,63,40,65,70,22,45,15,9,67,14,16,12,6,8,10,56,58,9,59,56,10,9,8,15,14,78,78,78,80,80
17752,Alan Varela,Gold Non-rare,N/A,260599,79,10,-1,-1,-1,17596680,0,0,0,16,21,0,0,0,2,3,71,69,71,75,73,84,74,77,84,80,78,70,75,76,66,71,60,53,57,74,81,78,78,74,75,75,63,78,62,10,10,10,10,10
17753,Andrea Medina Martin,Gold Non-rare,N/A,272110,79,7,-1,-1,-1,67928064,0,0,0,10,0,0,0,0,2,4,81,79,79,74,87,77,72,75,80,80,75,69,68,75,77,71,52,51,78,70,82,79,62,70,79,74,40,59,52,10,10,10,10,10
17754,Lewis Cook,Gold Non-rare,N/A,224294,79,10,-1,-1,-1,17367040,0,0,0,17,3,0,0,0,2,4,68,69,76,82,64,85,65,79,80,75,82,65,77,78,76,77,60,65,50,77,79,75,67,77,78,80,57,78,60,10,10,10,10,10
17755,Esther Sullastres Ayuso,Gold Rare,N/A,228630,79,0,-1,-1,-1,0,1,0,0,2,0,0,0,0,0,3,50,46,58,65,59,41,49,78,17,21,18,11,22,21,12,20,17,14,13,20,22,29,56,20,15,16,17,12,28,80,77,74,76,79
17756,Nikola Vlašić,Gold Non-rare,N/A,241095,79,18,-1,-1,-1,1114112,0,0,0,33,22,0,0,0,2,4,77,72,77,81,75,76,65,75,75,77,62,76,78,83,71,82,74,72,65,74,80,54,80,74,62,37,68,70,66,10,10,10,10,10
17757,Francisca Ramos Nazareth Sousa,Gold Non-rare,N/A,261855,79,27,-1,-1,-1,1048834,0,0,0,40,22,43,0,0,3,4,78,79,72,72,77,73,66,77,53,77,50,76,78,83,70,81,80,68,69,73,83,38,71,73,71,65,71,74,76,10,10,10,10,10
17758,Sergi Cardona Bermúdez,Gold Rare,N/A,262402,79,7,-1,-1,-1,196608,0,0,0,10,0,0,0,0,2,3,84,80,70,74,80,85,71,74,73,73,76,68,73,77,74,75,50,34,65,67,76,74,75,67,80,73,45,66,44,10,10,10,10,10
17759,Valentin Rongier,Gold Rare,N/A,223874,79,10,-1,-1,-1,83886336,0,0,0,49,21,0,0,0,2,4,67,58,78,85,71,81,78,77,76,77,78,68,78,76,68,78,62,55,53,77,81,73,72,77,80,73,66,62,65,10,10,10,10,10
17760,Kamil Grabara,Gold Rare,N/A,228383,79,0,-1,-1,-1,0,7,0,0,45,0,0,0,0,0,3,42,42,45,48,70,38,71,66,36,56,23,16,57,35,18,20,15,24,24,49,48,25,55,49,19,18,15,20,24,80,76,73,84,78
17761,Reinildo Isnard Mandava,Gold Rare,N/A,236045,79,7,-1,-1,-1,268468224,0,0,0,7,48,0,0,0,2,3,81,81,76,71,88,81,75,76,80,73,76,69,64,75,74,74,57,36,76,60,75,77,60,60,78,78,53,68,44,10,10,10,10,10
17762,Caoimhin Kelleher,Gold Non-rare,N/A,240913,79,0,-1,-1,-1,0,0,0,0,45,0,0,0,0,0,4,45,39,44,48,68,19,71,77,21,66,12,4,56,37,13,25,6,11,13,50,48,18,59,50,10,14,9,12,30,77,76,79,80,78
17763,Alexis Saelemaekers,Gold Non-rare,N/A,242664,79,12,-1,-1,-1,67108864,0,0,0,25,29,0,0,0,3,4,83,77,86,78,63,77,54,79,69,74,67,75,71,81,80,81,68,67,45,70,77,69,64,70,69,66,65,76,44,10,10,10,10,10
17764,Alejandro Romero Gamarra,Gold Non-rare,N/A,226376,79,18,-1,-1,-1,265,0,0,0,31,0,0,0,0,3,2,82,80,86,83,60,70,59,74,72,73,42,73,84,81,79,79,75,74,30,79,81,65,70,79,53,55,64,80,74,10,10,10,10,10
17765,Luke Shaw,Gold Non-rare,N/A,205988,79,5,-1,-1,-1,16384,0,0,0,48,9,0,0,0,2,2,69,69,60,73,83,51,77,78,85,76,79,71,77,78,82,75,46,67,76,77,79,79,80,77,79,78,65,81,38,10,10,10,10,10
17766,Augusto Batalla,Gold Non-rare,N/A,227186,79,0,-1,-1,-1,0,7,0,0,1,0,0,0,0,0,3,43,42,37,43,69,31,72,77,26,34,23,17,51,27,17,17,14,17,16,36,40,18,56,36,18,17,13,13,23,78,78,74,80,77
17767,Marko Dmitrović,Gold Rare,N/A,227290,79,0,-1,-1,-1,0,3,0,0,2,0,0,0,0,0,2,39,35,32,37,71,45,79,70,20,59,17,9,45,10,30,8,20,18,20,40,40,19,59,40,22,20,20,20,58,76,79,78,80,80
17768,Gorka Guruzeta Rodríguez,Gold Non-rare,N/A,231184,79,25,-1,-1,-1,4194352,0,0,0,41,0,0,0,0,2,4,75,71,76,73,87,78,79,79,72,75,49,78,74,81,69,78,79,52,79,62,79,45,82,62,48,50,80,72,71,10,10,10,10,10
17769,Aleksandar Pavlović,Gold Non-rare,N/A,275298,79,10,-1,-1,-1,2048,0,0,0,16,21,0,0,0,2,4,69,56,72,70,78,77,72,80,57,79,74,62,77,83,73,77,66,66,71,85,85,79,64,85,74,77,66,73,50,10,10,10,10,10
17770,Vilde Bøe Risa,Gold Non-rare,N/A,265280,79,14,-1,-1,-1,1032,0,0,0,21,17,0,0,0,2,4,67,61,69,71,83,79,81,75,52,82,77,75,77,82,70,80,64,73,75,81,83,39,79,81,77,52,64,60,76,10,10,10,10,10
17771,Jovana Damnjanović,Gold Non-rare,N/A,264890,79,18,-1,-1,-1,2097152,0,0,0,33,43,0,0,0,2,3,77,82,75,73,88,79,76,85,79,68,33,83,77,80,67,77,82,68,79,63,77,38,71,63,41,44,73,62,63,10,10,10,10,10
17772,Vicki Becho,Gold Rare,N/A,265905,79,23,-1,-1,-1,42991744,0,0,0,37,43,0,0,0,3,3,82,87,83,69,84,70,71,75,52,84,38,80,65,85,68,88,77,63,72,62,76,40,75,62,46,39,74,68,68,10,10,10,10,10
17773,Katie Lund,Gold Non-rare,N/A,267321,79,0,-1,-1,-1,0,32,0,0,1,0,0,0,0,0,2,38,43,58,38,61,39,64,76,19,40,8,12,53,16,11,12,12,10,8,32,27,12,55,32,11,8,7,13,25,78,78,73,80,79
17774,Didi Haračić,Gold Non-rare,N/A,267368,79,0,-1,-1,-1,0,2,0,0,45,0,0,0,0,0,2,45,41,54,47,67,39,67,78,15,45,16,14,55,19,14,12,14,10,18,29,25,13,55,29,19,18,11,11,26,78,77,73,80,77
17775,Manuel Ugarte,Gold Non-rare,N/A,253306,79,10,-1,-1,-1,268763136,0,0,0,14,21,0,0,0,2,3,62,62,68,72,69,70,74,78,87,79,83,70,73,76,62,77,65,58,55,79,77,77,67,79,81,78,45,70,62,10,10,10,10,10
17776,Arnau Martínez López,Gold Non-rare,N/A,260815,79,3,-1,-1,-1,20480,0,0,0,46,13,25,0,0,1,3,83,75,74,66,83,80,66,79,67,68,74,62,74,77,80,74,55,40,75,70,80,73,59,70,76,74,40,72,50,10,10,10,10,10
17777,Kaishū Sano,Gold Non-rare,N/A,73078,79,10,-1,-1,-1,524288,0,0,0,17,18,0,0,0,1,3,76,81,78,78,79,92,65,78,77,76,86,64,67,75,53,76,43,45,74,74,77,79,65,74,77,67,46,45,49,10,10,10,10,10
17778,Marko Livaja,Gold Non-rare,N/A,205855,79,25,-1,-1,-1,4194304,0,0,0,41,0,0,0,0,3,4,60,65,64,87,82,73,86,80,81,85,34,77,80,85,69,76,84,73,75,73,83,42,88,73,46,21,75,70,84,10,10,10,10,10
17779,Honoka Hayashi,Gold Non-rare,N/A,271739,79,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,2,5,78,78,77,80,60,81,40,79,68,72,65,78,83,85,73,79,64,65,57,79,80,59,77,79,66,62,64,75,68,10,10,10,10,10
17780,Fernando Muslera,Gold Non-rare,N/A,182494,79,0,-1,-1,-1,1024,13,0,0,45,0,0,0,0,0,2,40,47,45,60,64,40,68,77,32,55,23,13,50,27,15,25,10,10,12,40,42,12,50,40,18,21,10,14,67,81,80,66,77,78
17781,Albert Guðmundsson,Gold Rare,N/A,238004,79,25,-1,-1,-1,0,0,0,0,43,33,0,0,0,2,4,86,87,83,74,85,71,71,79,55,80,29,75,73,83,63,84,81,63,72,64,75,25,79,64,39,43,70,74,80,10,10,10,10,10
17782,João Félix Sequeira,Gold Rare,N/A,242444,79,18,-1,-1,-1,5242881,0,0,0,33,30,38,0,0,4,4,79,75,85,81,75,70,60,79,72,84,45,80,79,81,76,82,76,67,68,72,79,35,81,72,47,47,80,83,70,10,10,10,10,10
17783,Alberto Moleiro González,Gold Non-rare,N/A,264388,79,16,-1,-1,-1,5243136,0,0,0,29,33,39,0,0,3,4,84,83,85,83,73,76,60,72,60,71,48,74,81,81,68,83,70,52,57,74,78,47,74,74,55,53,53,75,59,10,10,10,10,10
17784,Sarah Mayling,Gold Non-rare,N/A,265326,79,3,-1,-1,-1,131072,0,0,0,5,23,0,0,0,2,3,67,72,74,64,81,83,73,73,73,74,78,54,60,76,82,67,58,73,76,70,72,81,67,70,77,76,43,68,70,10,10,10,10,10
17785,Walter Benítez,Gold Non-rare,N/A,215223,79,0,-1,-1,-1,0,8,0,0,1,0,0,0,0,0,2,38,35,45,45,69,40,80,76,28,62,21,17,46,20,12,19,14,17,13,27,28,17,54,27,20,17,13,20,25,79,78,72,80,78
17786,Olivier Boscagli,Gold Rare,N/A,225863,79,5,-1,-1,-1,66560,0,0,0,13,0,0,0,0,2,3,68,62,73,71,84,68,80,81,73,79,82,62,77,82,72,74,33,56,76,84,82,77,72,84,79,78,29,52,41,10,10,10,10,10
17787,Sander Berge,Gold Non-rare,N/A,228092,79,10,-1,-1,-1,524800,0,0,0,16,20,0,0,0,1,3,54,55,47,33,81,81,89,77,76,78,76,70,75,78,66,75,63,51,74,78,80,76,78,78,76,72,51,72,54,10,10,10,10,10
17788,Thiago Almada,Gold Non-rare,N/A,245371,79,18,-1,-1,-1,37748993,0,0,0,31,0,0,0,0,3,4,86,74,92,93,53,69,50,74,64,80,58,76,81,83,74,82,70,83,39,74,80,44,78,74,57,51,73,85,75,10,10,10,10,10
17789,Evann Guessand,Gold Non-rare,N/A,258444,79,23,-1,-1,-1,2097232,0,0,0,36,42,0,0,0,2,3,79,86,75,59,91,76,84,76,58,80,25,81,69,80,77,81,79,52,76,69,78,32,78,69,39,18,71,68,61,10,10,10,10,10
17790,Kang In Lee,Gold Non-rare,N/A,243780,79,23,-1,-1,-1,1060872,0,0,0,37,22,0,0,0,3,3,75,69,86,87,70,73,56,76,72,81,53,78,80,82,81,82,75,77,65,79,80,45,79,79,51,42,75,82,70,10,10,10,10,10
17791,Amad Diallo,Gold Rare,N/A,254088,79,18,-1,-1,-1,1048576,0,0,0,33,23,35,0,0,3,4,88,82,92,89,65,70,45,77,42,78,59,78,77,80,75,83,77,60,53,71,76,51,78,71,57,49,54,77,63,10,10,10,10,10
17792,Angelina Alonso Costantino,Gold Non-rare,N/A,267199,79,16,-1,-1,-1,0,0,0,0,29,22,0,0,0,3,4,73,71,78,83,67,76,59,82,68,69,64,77,77,84,76,78,66,65,57,75,83,48,74,75,68,55,71,72,58,10,10,10,10,10
17793,Nicolás Paz Martínez,Gold Non-rare,N/A,277846,79,18,-1,-1,-1,1057025,0,0,0,33,0,0,0,0,3,3,76,79,78,61,67,75,66,68,42,73,58,71,78,85,67,85,76,67,48,79,84,35,64,79,65,44,51,64,53,10,10,10,10,10
17794,Sead Kolašinac,Gold Non-rare,N/A,207993,79,5,-1,-1,-1,147456,0,0,0,48,0,0,0,0,1,2,54,67,57,58,81,78,83,79,84,72,78,69,65,74,73,67,60,42,76,63,74,80,75,63,81,78,55,61,54,10,10,10,10,10
17795,Stole Dimitrievski,Gold Non-rare,N/A,211348,79,0,-1,-1,-1,0,3,0,0,2,0,0,0,0,0,2,35,38,44,43,66,40,72,77,17,53,21,15,51,19,11,18,20,17,14,27,23,19,56,27,19,17,15,17,21,79,78,74,78,77
17796,Justin Kluivert,Gold Rare,N/A,236920,79,18,-1,-1,-1,2097152,0,0,0,33,29,0,0,0,3,4,89,86,87,83,71,76,53,78,65,72,30,78,78,80,77,82,75,63,57,75,77,43,84,75,35,30,67,72,84,10,10,10,10,10
17797,Lucas Zelarayán,Gold Non-rare,N/A,215270,79,18,-1,-1,-1,1061256,0,0,0,33,43,0,0,0,3,3,75,73,88,84,68,82,64,78,56,70,44,76,80,82,76,81,74,78,54,73,78,50,79,73,43,35,74,82,67,10,10,10,10,10
17798,Sophie Schmidt,Gold Non-rare,N/A,227405,79,10,-1,-1,-1,655360,0,0,0,15,20,0,0,0,2,4,47,42,52,71,66,77,72,78,68,82,80,80,76,85,62,79,74,68,63,74,83,78,76,74,80,75,65,67,71,10,10,10,10,10
17799,Donyell Malen,Gold Rare,N/A,231447,79,12,-1,-1,-1,38797312,0,0,0,26,30,36,0,0,3,4,89,84,86,86,73,69,66,78,65,79,31,80,71,81,72,83,79,61,67,61,77,29,84,61,33,35,81,76,74,10,10,10,10,10
17800,Ismaïla Sarr,Gold Rare,N/A,235353,79,18,-1,-1,-1,35651584,0,0,0,33,36,0,0,0,2,2,89,93,77,74,72,72,72,78,57,82,24,80,80,79,75,77,79,60,44,71,78,25,83,71,29,21,74,78,68,10,10,10,10,10
17801,Facundo Medina,Gold Rare,N/A,236804,79,5,-1,-1,-1,268713984,0,0,0,13,7,0,0,0,2,2,67,79,62,67,82,78,81,80,84,79,79,63,70,76,64,71,44,32,74,76,79,78,45,76,81,80,29,52,44,10,10,10,10,10
17802,Santiago Giménez,Gold Non-rare,N/A,245152,79,25,-1,-1,-1,16,0,0,0,41,0,0,0,0,2,4,77,79,75,71,77,64,68,75,78,78,51,84,75,78,64,77,82,52,80,69,74,45,83,69,39,22,70,72,81,10,10,10,10,10
17803,Joey Veerman,Gold Non-rare,N/A,253109,79,14,-1,-1,-1,5252361,0,0,0,20,16,34,0,0,2,2,67,41,72,71,62,75,71,74,68,75,67,73,87,78,80,75,70,76,55,88,86,69,75,88,65,60,59,76,67,10,10,10,10,10
17804,Marc Bartra Aregall,Gold Non-rare,N/A,198141,79,5,-1,-1,-1,262144,0,0,0,13,0,0,0,0,2,3,62,65,67,70,82,67,77,80,76,75,81,50,70,75,57,68,55,51,78,77,78,81,73,77,79,79,43,66,52,10,10,10,10,10
17805,Martin Terrier,Gold Non-rare,N/A,236786,79,25,-1,-1,-1,2621569,0,0,0,43,30,39,0,0,2,3,81,75,72,73,85,73,74,77,57,79,27,78,77,82,73,81,80,58,75,72,78,34,79,72,31,34,79,77,73,10,10,10,10,10
17806,Maddi Torre Larrañaga,Gold Rare,N/A,272203,79,5,-1,-1,-1,1024,0,0,0,13,0,0,0,0,2,4,55,67,68,64,79,83,75,74,60,70,82,61,77,75,70,66,50,50,80,75,84,85,62,75,81,80,59,62,59,10,10,10,10,10
17807,Alexandre Lacazette,Gold Non-rare,N/A,193301,79,25,-1,-1,-1,1048705,0,0,0,42,0,0,0,0,3,4,62,67,77,84,81,59,77,79,74,81,42,82,78,81,70,79,82,74,76,72,77,39,85,72,45,32,79,74,83,10,10,10,10,10
17808,Hany Mukhtar,Gold Rare,N/A,210021,79,18,-1,-1,-1,38805504,0,0,0,33,43,0,0,0,2,5,82,82,87,85,66,85,58,78,42,78,43,78,79,80,73,78,74,77,47,75,79,43,75,75,44,44,55,75,73,10,10,10,10,10
17809,Stefan Posch,Gold Non-rare,N/A,223671,79,3,-1,-1,-1,268566528,0,0,0,103,103,0,0,0,1,3,71,78,36,60,85,70,75,76,73,70,78,71,55,75,73,65,52,45,80,70,74,79,63,70,82,78,51,65,38,10,10,10,10,10
17810,Katja Snoeijs,Gold Non-rare,N/A,244059,79,25,-1,-1,-1,0,0,0,0,42,31,0,0,0,2,3,79,83,76,54,82,85,70,72,48,79,38,84,66,83,57,80,80,56,73,66,74,41,79,66,41,31,76,64,73,10,10,10,10,10
17811,Maximilian Beier,Gold Rare,N/A,254117,79,25,-1,-1,-1,35651713,0,0,0,41,26,30,0,0,3,3,86,86,82,77,77,82,53,79,54,73,43,82,68,82,67,80,82,51,72,60,74,45,80,60,39,21,75,74,65,10,10,10,10,10
17812,Emmanuel Agbadou,Gold Rare,N/A,258575,79,5,-1,-1,-1,268484624,0,0,0,13,0,0,0,0,1,3,69,89,51,40,89,68,90,79,84,78,77,55,63,66,48,69,51,30,78,77,73,79,61,77,79,76,28,49,46,10,10,10,10,10
