playerid,firstname,surname,playerjerseyname,commonname,overallrating,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,role3,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role4
279920,,,,,69,0,0,0,11,2010000,0,0,243,37,1,50,0,0,0,45,0,77,0,70,-1,56,40,0,0,0,26,6,0,66,31,46,69,7,0,62,52,232001,29,2025,25,42,69,0,-1,0,46,48,52,0,177,0,0,3,76,315,150629,5,0,0,49,71,40,0,0,79,0,2,0,0,67,0,279920,10,71,1,-1,61,20,1,0,0,0,0,68,62,48,74,0,-1,0,0,7,9,0,1,0,0,161157,1,0,60,1,0,3,80,2,0,60,14001,0,6,0,1,0,30,5,0,0,501,3,0,0,0,1,0,0,0,30,0,2,0,57,74,0,-1,20,0,0,0,7841,7841,0,0
279922,,,,,66,0,0,0,35,30101,0,3,0,55,1,81,0,0,0,61,0,147,0,42,12,45,76,0,0,0,63,9,0,22,31,66,72,9,0,52,55,223101,55,2028,68,75,40,0,-1,1,4010,71,75,0,173,3,0,25,55,120,152631,23,0,0,69,52,64,0,1,67,0,2,0,0,67,0,279922,11,36,1,-1,54,50,2,0,0,0,0,32,76,55,55,0,-1,0,0,14,9,0,1,0,27,161698,1,0,52,1,0,3,67,3,0,60,36592,0,11,0,2,0,66,4,0,0,503,3,0,0,0,4,0,0,0,30,0,1,0,75,33,0,-1,55,0,0,21,37838,37839,0,0
279925,,,,,68,0,0,0,38,2290000,0,20,259,76,1,80,0,0,0,64,0,65,0,37,-1,52,69,0,0,0,70,6,0,24,31,57,69,10,0,65,57,223101,58,2027,67,74,35,0,-1,0,2021,72,83,0,185,0,0,16,69,124,151933,27,0,0,71,67,74,2097152,0,77,0,2,0,0,63,0,279925,13,37,1,-1,56,70,2,0,0,0,0,61,82,58,64,0,-1,0,0,12,3,0,1,0,0,161159,1,0,1,1,0,4,79,2,0,67,2516,0,7,0,3,0,69,2,0,0,503,2,0,0,0,1,0,0,0,30,0,5,0,83,36,0,-1,63,0,0,6,15629,15629,0,0
279926,,,,,62,0,0,0,35,60101,0,0,0,60,1,50,0,0,0,53,0,83,0,57,3,37,45,0,0,0,60,9,0,56,31,65,67,8,0,59,47,223101,58,2026,61,65,54,0,-1,0,55,63,68,0,170,3,0,12,44,363,153316,23,0,0,65,51,60,0,0,68,0,2,0,0,71,0,279926,5,54,1,-1,60,52,2,0,0,0,0,70,67,57,36,0,-1,0,0,14,9,0,1,0,0,161732,1,0,45,1,0,3,39,3,0,51,1347,0,8,0,3,0,59,4,0,0,501,4,0,0,0,4,0,0,0,30,0,8,0,68,55,0,-1,47,0,0,0,8289,8288,8288,0
279928,,,,,66,0,0,48,11,60101,0,3,254,23,0,54,0,0,0,27,0,240,0,67,-1,54,39,0,0,0,16,11,0,64,31,29,68,9,0,64,48,223101,34,2027,19,48,61,0,-1,1,2518,51,65,0,184,3,0,3,76,132,151781,5,0,0,51,71,39,32768,2,79,0,2,0,0,58,0,279928,5,67,1,-1,60,20,1,0,0,0,0,58,67,44,66,0,-1,0,0,14,3,0,1,0,16,161349,1,0,54,1,0,3,77,4,0,69,36115,0,11,0,1,0,24,2,0,0,501,3,0,0,0,4,2,0,0,30,0,2,0,66,70,0,-1,23,0,0,3,19246,36116,36116,0
279929,,,,,56,101,0,0,1,2150401,0,19,0,14,1,36,0,0,0,9,0,1062,0,10,-1,27,12,0,0,0,9,56,0,10,31,13,75,56,0,54,20,223101,45,2025,8,17,10,0,-1,0,4024,56,35,0,185,3,0,-1,52,379,154949,0,0,0,20,54,43,0,0,75,0,2,0,0,32,0,279929,57,37,1,-1,28,10,0,0,0,0,0,20,38,57,10,0,-1,0,1,54,1,0,1,0,0,160864,1,0,36,1,0,2,48,4,0,18,16492,0,54,0,0,0,54,1,0,0,501,2,0,0,0,1,2,0,0,30,0,4,0,56,10,0,-1,7,0,0,6,34266,34266,0,0
279930,,,,,67,0,0,42,44,60401,0,21,0,43,1,61,0,0,0,68,0,390,0,27,18,35,57,0,0,0,60,10,0,24,31,35,76,9,0,70,52,220101,52,2029,69,62,18,0,-1,0,1005,63,70,0,187,3,0,16,76,124,153894,25,0,0,66,69,69,0,0,77,0,2,0,0,62,0,279930,7,27,1,-1,57,36,2,0,0,0,0,54,69,47,68,0,-1,0,0,11,9,0,1,0,0,161709,1,0,54,2,0,3,78,2,0,64,11705,0,11,0,1,0,66,8,0,30,503,4,0,0,0,7,1,0,0,30,0,5,0,70,18,0,27,56,0,0,21,40518,11705,11705,33
279932,,,,,67,0,0,15,19,60101,0,0,0,48,1,52,0,0,0,59,0,77,0,68,-1,67,45,0,0,0,47,6,0,60,31,46,75,12,0,72,55,223101,68,2025,41,64,60,0,-1,0,2504,64,71,0,183,0,0,10,81,125,153603,14,0,0,69,79,65,536870912,1,85,0,2,0,0,55,0,279932,14,62,1,-1,72,43,1,0,0,0,0,67,67,63,66,0,-1,0,0,6,9,0,1,0,0,159690,1,0,52,1,0,3,79,3,0,84,32765,0,6,0,1,0,48,5,0,0,502,3,0,0,0,5,0,0,0,30,0,2,0,69,58,0,-1,40,0,0,0,13536,13536,0,0
279933,,,,,69,0,0,0,10,60103,0,15,0,60,1,59,0,0,0,69,0,923,0,68,-1,66,48,0,0,0,45,6,0,60,31,69,79,14,0,66,56,122101,65,2026,71,69,63,0,-1,0,7010,70,63,0,167,3,0,16,63,384,153711,7,0,0,77,63,48,0,0,56,0,2,0,0,77,1,279933,7,66,1,-1,73,46,2,0,0,0,0,59,67,68,65,0,-1,0,2,15,1,0,1,0,0,161242,1,0,17,1,0,3,70,4,0,66,2289,0,6,0,2,0,59,2,0,0,500,3,0,0,0,1,0,0,0,30,0,7,0,65,68,0,-1,60,0,0,1,14777,14777,0,0
279934,,,,,69,0,0,0,38,2090102,0,0,0,59,1,88,0,0,0,67,0,686,0,31,25,54,57,0,0,0,63,6,0,25,31,56,85,6,0,66,63,223101,55,2026,65,75,25,0,-1,0,2005,75,83,0,171,3,0,23,64,44,154942,27,0,0,72,60,70,0,1,71,0,5,0,0,85,0,279934,8,32,1,-1,62,54,2,0,0,0,0,52,87,58,60,0,-1,0,0,13,9,0,1,0,0,160967,1,0,52,2,0,3,78,4,0,56,16010,0,9,0,2,0,65,4,0,0,502,3,0,0,0,4,0,0,0,30,0,2,0,85,32,0,16,63,0,0,21,35101,35101,0,0
279937,,,,,53,0,0,0,31,60101,0,0,0,47,1,70,0,0,0,45,0,219,0,30,-1,43,49,0,0,0,40,15,0,27,31,44,71,9,0,48,57,223101,59,2027,45,58,28,0,-1,0,0,60,66,0,172,3,0,14,42,44,154661,18,0,0,58,39,52,0,0,68,0,2,0,0,77,0,279937,12,31,1,-1,48,43,1,0,0,0,0,40,65,48,35,0,-1,0,0,7,9,0,1,0,8,161160,1,0,95,1,0,3,34,3,0,34,24964,0,9,0,2,0,46,3,0,0,502,3,0,0,0,3,0,0,0,30,0,2,0,66,34,0,-1,48,0,0,0,5806,5806,0,0
279942,,,,,65,0,0,9,47,2150000,0,3,39,48,1,64,0,0,0,60,0,77,0,66,-1,58,37,0,0,0,36,12,0,58,31,63,68,10,0,55,57,223101,50,2026,39,61,65,0,-1,0,1500,62,73,0,188,3,0,5,77,103,152506,7,0,0,64,70,41,0,0,79,0,2,0,0,58,0,279942,9,61,1,-1,59,41,1,0,0,0,0,62,71,56,70,0,-1,0,2,11,9,0,1,0,0,161181,1,0,54,2,0,3,81,3,0,60,13975,0,8,0,1,0,40,2,0,48,503,3,0,0,0,1,2,0,0,30,0,5,0,72,55,0,-1,41,0,0,3,40540,13976,13976,0
279948,,,,,67,0,0,42,41,240000,0,0,35,56,1,69,0,0,0,68,0,698,0,22,23,60,62,0,0,0,58,10,0,24,31,55,70,14,0,67,56,223101,61,2029,67,65,19,0,-1,0,1530,66,78,0,186,3,0,12,65,76,152280,25,0,0,68,66,59,0,0,76,0,3,0,0,66,0,279948,15,29,1,-1,67,42,1,0,0,0,0,56,68,61,70,0,-1,0,0,14,3,0,1,0,0,161714,1,0,34,1,0,3,72,3,0,76,19869,0,8,0,1,0,63,4,0,23,501,3,0,0,0,4,0,0,0,30,0,4,0,74,30,0,-1,52,0,0,21,20069,20069,0,0
27251,,,,,1,0,0,0,0,50101,0,0,0,1,0,1,0,0,0,1,0,4,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,220101,1,2028,1,1,1,0,-1,0,6516,1,1,0,168,0,0,-1,1,0,146600,3,0,0,1,2,1,0,0,62,0,2,0,0,1,1,27251,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,4,0,1,22061,0,1,0,1,0,1,8,0,0,500,3,0,0,0,8,0,0,0,0,0,9,0,1,1,0,-1,1,0,0,0,11725,11725,0,0
27252,,,,,2,0,0,0,0,40201,0,0,0,1,0,1,0,0,0,1,0,9,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,2,1,0,1,1,123101,1,2028,1,1,1,0,-1,0,5500,1,1,0,180,0,0,-1,1,0,146600,5,0,0,1,2,1,0,0,75,0,2,0,0,1,1,27252,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,2,0,1,22061,0,1,0,1,0,1,2,0,0,500,3,0,0,0,2,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,11726,11726,0,0
27253,,,,,2,0,0,0,0,60201,0,0,0,1,0,1,0,0,0,1,0,10,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,2,1,0,1,1,123101,1,2028,1,1,1,0,-1,0,5500,1,1,0,180,0,0,-1,1,0,146600,5,0,0,1,2,1,0,0,75,0,2,0,0,1,1,27253,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,2,0,1,22061,0,1,0,1,0,1,2,0,0,500,3,0,0,0,2,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,11727,11727,0,0
27254,,,,,1,0,0,0,0,2310301,0,0,0,1,0,1,0,0,0,1,0,920,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,123101,1,2028,1,1,1,0,-1,0,5503,1,1,0,180,0,0,-1,1,0,146600,7,0,1,1,2,1,0,0,75,0,2,0,0,1,1,27254,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,3,0,1,22061,0,1,0,1,0,1,2,0,0,500,3,0,0,0,2,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,11728,11728,0,0
27263,,,,,1,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,184,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27263,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,9,0,1,0,0,160097,0,0,14,1,0,3,27,2,0,1,22061,0,1,0,1,0,1,7,0,0,500,3,0,0,0,1,2,0,0,0,0,202,0,1,1,0,-1,1,0,0,0,23231,23231,0,0
27264,,,,,1,0,0,0,0,2150301,0,0,246,1,0,1,0,0,0,1,0,83,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1500,1,1,0,180,0,0,-1,1,0,146600,10,0,0,1,2,1,0,0,75,0,2,0,0,1,0,27264,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,3,0,1,22061,0,1,0,1,0,1,2,0,0,500,3,0,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,23232,23232,0,0
27265,,,,,1,0,0,0,0,60201,0,21,1,1,0,1,0,0,0,1,0,165,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,2,1,1,0,180,0,0,-1,1,0,146600,18,0,0,1,2,1,0,0,75,0,2,0,0,1,0,27265,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,3,0,1,22061,0,1,0,1,0,1,4,0,0,500,3,0,0,0,4,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,21,23233,23233,0,0
27266,,,,,1,0,0,0,0,60201,0,0,2,1,0,1,0,0,0,1,0,65,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,18,0,0,1,2,1,0,0,75,0,2,0,0,1,0,27266,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,159340,1,0,14,1,0,3,27,4,0,1,22061,0,1,0,1,0,1,2,0,0,500,3,0,0,0,2,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,23234,23234,0,0
70006,,,,,61,0,0,0,41,60101,0,0,0,49,1,60,0,0,0,60,0,689,0,20,-1,46,59,0,0,0,61,15,0,14,31,45,75,9,0,48,58,223101,50,2027,62,57,18,0,-1,0,1508,58,72,0,183,3,0,-1,63,44,154405,25,0,0,60,56,66,0,0,75,0,2,0,0,62,0,70006,11,22,1,-1,57,45,2,0,0,0,0,39,69,51,59,0,-1,0,0,9,9,0,1,0,0,161760,1,0,18,1,0,3,67,4,0,54,25486,0,6,0,1,0,62,4,0,0,502,3,0,0,0,4,0,0,0,30,0,2,0,71,17,0,-1,54,0,0,0,44018,44018,0,0
70029,,,,,57,0,0,10,6,30000,0,0,0,41,1,68,0,0,0,41,0,109,0,55,12,41,36,0,0,0,32,6,0,52,31,56,67,7,0,48,46,220001,39,2026,26,59,52,0,-1,0,1004,58,76,0,191,0,0,7,73,378,154161,3,0,0,56,65,40,0,0,85,0,2,0,0,62,0,70029,14,52,1,-1,46,38,2,0,0,0,0,48,72,45,45,0,-1,0,2,14,9,0,1,0,0,161333,1,0,21,1,0,3,67,2,0,64,44020,0,11,0,2,0,31,10,0,0,501,3,0,0,0,9,0,0,0,30,0,4,0,74,50,0,-1,28,0,0,0,27908,27908,0,0
70091,,,,,65,0,0,0,35,120000,0,1,0,48,1,66,0,0,0,67,0,505,0,62,16,40,60,0,0,0,58,6,0,54,31,65,70,6,0,67,63,122101,66,2028,64,64,40,0,-1,0,9527,65,68,0,160,3,0,12,65,363,153015,23,0,0,66,64,61,0,0,55,0,2,0,0,60,1,70091,7,55,1,-1,63,53,2,0,0,0,0,56,68,59,42,0,-1,0,0,10,1,0,1,0,0,161607,1,0,17,1,0,2,56,4,0,69,8452,0,10,0,1,0,61,2,0,0,501,2,0,0,0,2,0,0,0,30,0,8,0,68,57,0,-1,49,0,0,0,21484,21484,0,0
70142,,,,,53,40,0,0,1,240000,0,19,0,14,1,39,0,0,0,4,0,698,0,14,-1,28,15,0,0,0,8,55,0,7,31,14,73,53,0,45,27,220001,36,2027,5,9,14,0,-1,0,3500,53,24,0,188,3,0,-1,52,362,154684,0,0,0,15,49,42,0,2,70,0,2,0,0,39,0,70142,56,24,1,-1,16,12,0,0,0,0,0,18,24,56,14,0,-1,0,1,53,6,3,1,0,0,161160,1,0,95,1,0,2,44,2,1,27,454,0,49,0,0,0,53,1,0,0,501,3,0,0,0,1,2,0,0,30,0,5,0,55,8,0,-1,6,0,0,6,44021,44021,0,0
70144,,,,,57,0,0,0,11,60101,0,5,259,32,1,59,0,0,0,24,0,677,0,63,-1,40,51,0,0,0,20,12,0,56,31,34,67,11,0,53,46,223101,37,2027,28,34,60,0,-1,0,47,43,58,0,180,3,0,-1,58,370,154232,5,0,0,47,55,42,0,1,70,0,2,0,0,61,0,70144,7,60,1,-1,47,31,1,0,0,0,0,50,59,40,54,0,-1,0,0,15,3,0,1,0,0,160967,1,0,34,1,0,3,57,3,0,54,10050,0,8,0,1,0,30,1,0,0,501,3,0,0,0,1,0,0,0,30,0,2,0,58,62,0,-1,29,0,0,19,44022,44022,0,0
70235,,,,,60,0,0,0,41,10302,0,21,0,33,1,55,0,0,0,60,0,619,0,18,-1,59,45,0,5,0,45,6,0,17,31,33,75,12,0,48,40,120001,42,2028,67,59,12,0,-1,0,6506,59,58,0,171,3,0,-1,50,85,155000,25,0,0,63,52,61,0,2,64,0,2,0,0,68,1,70235,5,21,1,-1,61,31,2,0,0,0,0,55,61,48,64,0,-1,0,0,12,3,0,1,0,0,161760,1,0,18,1,0,3,60,3,0,53,8152,0,14,0,2,0,59,7,0,0,501,3,0,0,0,6,0,0,0,30,0,2,0,59,16,0,-1,38,0,0,21,44024,44024,0,0
70240,,,,,51,0,0,0,11,60101,0,3,0,32,1,60,0,0,0,32,0,1069,0,54,-1,40,36,0,0,0,25,15,0,52,31,28,59,8,0,46,46,221101,40,2027,26,28,53,0,-1,0,606,41,60,0,187,3,0,-1,51,99,153644,5,0,0,49,54,47,0,1,80,0,2,0,0,63,0,70240,7,52,1,-1,48,27,1,0,0,0,0,55,57,39,44,0,-1,0,0,15,9,0,1,0,0,161771,1,0,48,1,0,2,42,3,0,60,5775,0,8,0,1,0,31,1,0,0,501,3,0,0,0,1,1,0,0,30,0,4,0,59,53,0,-1,25,0,0,3,44025,44025,0,0
70864,,,,,61,0,0,35,23,2190401,0,21,0,36,1,78,0,0,0,59,0,240,0,14,-1,41,55,0,0,0,50,15,0,12,31,49,71,10,0,52,54,224001,51,2026,62,66,19,0,-1,1,1516,65,80,0,168,3,0,23,46,382,154954,12,0,0,60,50,55,0,0,68,0,2,0,0,79,0,70864,15,18,1,-1,56,27,2,0,0,0,0,33,84,49,66,0,-1,0,1,5,9,0,1,0,8,161698,1,0,58,1,0,4,69,4,0,66,44034,0,14,0,1,0,57,4,0,0,501,3,0,0,0,1,0,0,0,30,0,8,0,82,11,0,-1,50,0,0,21,30222,44035,0,0
70892,,,,,67,0,0,0,41,120000,0,15,36,67,1,71,0,0,0,64,0,390,0,21,-1,40,73,0,0,0,60,10,0,26,31,42,76,8,0,63,65,224001,51,2028,72,69,17,0,-1,1,602,67,74,0,186,3,0,-1,62,48,153777,25,0,0,65,65,65,0,2,71,0,0,0,0,61,0,70892,10,28,1,-1,55,49,1,0,0,0,0,66,72,50,71,0,-1,0,0,9,5,0,1,0,16,161748,1,0,26,1,0,2,77,4,0,68,44036,0,13,0,1,0,67,2,0,0,503,3,0,0,0,2,0,0,0,30,0,4,0,73,24,0,-1,58,0,0,0,44037,44037,0,0
71047,,,,,62,0,0,0,38,60302,0,0,0,52,1,61,0,0,0,61,0,609,0,51,25,61,41,0,0,0,60,15,0,42,31,52,72,7,0,45,62,123101,51,2026,65,66,42,0,-1,0,7002,66,62,0,178,3,0,16,51,126,153487,27,0,0,71,52,61,0,0,60,0,2,0,0,67,1,71047,10,41,1,-1,72,51,2,0,0,0,0,42,65,60,41,0,-1,0,0,11,9,0,1,0,0,161607,1,0,52,2,0,2,47,4,0,61,11097,0,7,0,2,0,61,4,0,0,502,2,0,0,0,4,0,0,0,30,0,2,0,63,31,0,-1,51,0,0,0,28694,28694,0,0
71063,,,,,52,88,0,0,1,60101,0,0,243,12,1,39,0,0,0,8,0,298,0,11,-1,18,15,0,0,0,7,58,0,9,12,13,61,59,0,43,34,220101,33,2027,8,11,11,0,-1,0,557,59,33,0,188,3,0,-1,63,1,153586,0,0,0,19,42,40,0,0,80,0,2,0,0,36,0,71063,53,26,1,-1,23,12,0,0,0,0,0,26,21,53,11,0,-1,0,1,48,3,3,1,0,0,161795,1,0,159,1,0,2,50,4,0,16,35357,0,42,0,0,0,48,7,0,0,502,3,0,0,0,6,2,0,0,24,0,5,0,58,8,0,-1,6,0,0,0,39910,39910,0,0
71069,,,,,53,1,0,0,1,60101,0,6,0,15,1,37,0,0,0,7,0,1077,0,13,-1,27,19,0,0,0,9,53,0,10,31,14,68,55,0,44,36,223101,35,2026,8,11,13,0,-1,0,47,55,21,0,188,0,0,-1,41,431,154715,0,0,0,15,52,42,0,0,86,0,2,0,0,37,0,71069,56,20,1,-1,24,14,0,0,0,0,0,22,19,56,11,0,-1,0,1,53,1,0,1,0,0,161333,1,0,14,1,0,3,33,4,1,24,33210,0,52,0,0,0,53,2,0,0,502,2,0,0,0,2,0,0,0,30,0,5,0,53,9,0,-1,7,0,0,6,34769,34769,0,0
71109,,,,,59,0,0,0,41,60101,0,0,0,36,1,63,0,0,0,59,0,664,0,17,-1,38,51,0,0,0,44,11,0,33,31,41,75,11,0,53,52,220101,43,2027,61,63,19,0,-1,0,1010,61,74,0,183,3,0,23,54,145,155351,25,0,0,61,55,56,0,0,72,0,2,0,0,60,0,71109,12,24,1,-1,54,36,2,0,0,0,0,56,75,45,59,0,-1,0,0,8,3,0,1,0,0,161768,1,0,21,1,0,3,64,3,0,55,44038,0,6,0,3,0,55,9,0,0,501,4,0,0,0,9,2,0,0,30,0,1,0,74,14,0,-1,42,0,0,0,610,610,0,0
71264,,,,,62,0,0,16,20,10101,0,0,29,52,1,67,0,0,0,52,0,36,0,58,-1,70,45,0,0,0,46,14,0,52,31,55,78,13,0,61,60,223101,65,2028,44,64,51,0,-1,0,1550,65,65,0,177,3,0,10,48,84,154279,14,0,0,67,54,56,0,1,70,0,2,0,0,71,0,71264,11,53,1,-1,65,38,2,0,0,0,0,57,68,62,52,0,-1,0,0,12,3,0,1,0,0,161760,1,0,18,1,0,3,53,2,0,63,44039,0,11,0,2,0,47,4,0,0,503,3,0,0,0,6,0,0,0,30,0,2,0,66,48,0,-1,38,0,0,0,44040,44040,0,0
71367,,,,,60,0,0,0,18,120101,5,4,0,44,1,52,0,0,0,58,0,741,0,50,-1,61,43,0,0,0,53,15,0,46,31,39,78,7,0,54,42,122101,56,2027,59,60,44,0,-1,0,9522,60,65,0,168,3,0,10,50,323,155230,14,0,1,66,54,52,0,1,57,0,5,0,0,62,1,71367,10,46,1,-1,68,40,1,0,0,0,0,59,68,56,50,0,-1,0,0,10,2,0,1,0,0,161625,1,0,14,1,0,3,55,3,0,57,16483,0,12,0,1,0,55,1,0,0,502,3,0,0,0,1,0,0,0,30,0,8,0,66,40,0,-1,48,0,0,6,15406,15406,0,0
71370,,,,,63,0,0,18,16,60101,0,0,0,48,1,69,0,0,0,58,0,227,0,62,-1,65,42,0,0,0,60,9,0,61,31,42,77,15,0,65,60,223101,63,2028,51,56,50,0,-1,0,547,61,70,0,186,3,0,14,78,85,154225,10,0,0,63,74,65,1024,1,73,0,2,0,0,68,0,71370,8,58,1,-1,63,38,1,0,0,0,0,65,70,57,61,0,-1,0,1,8,3,0,1,0,0,161144,1,0,167,1,0,4,77,2,0,71,44041,0,8,0,1,0,56,4,0,0,501,2,0,0,0,4,0,0,0,30,0,4,0,70,52,0,-1,54,0,0,0,7318,44043,44042,0
71497,,,,,56,0,0,0,23,2150301,0,3,0,37,1,62,0,0,0,52,0,600,0,37,-1,55,39,0,0,0,39,11,0,46,31,53,72,14,0,55,44,122101,49,2026,45,52,44,0,-1,0,7006,53,68,0,165,3,0,23,51,49,154637,12,0,1,53,53,52,0,1,58,0,0,0,0,58,1,71497,7,41,1,-1,57,32,2,0,0,0,0,51,69,52,49,0,-1,0,1,12,9,0,1,0,0,161758,1,0,45,1,0,3,52,4,0,59,22294,0,7,0,1,0,45,4,0,0,503,3,0,0,0,4,0,0,0,30,0,8,0,68,38,0,-1,37,0,0,0,44047,44048,44048,0
71620,,,,,58,0,0,0,18,1150000,5,20,0,32,1,60,0,0,0,55,0,503,0,57,-1,58,40,0,0,0,52,13,0,54,31,34,76,6,0,56,41,122101,57,2026,55,58,51,0,-1,0,9501,58,67,0,165,3,0,10,35,431,155258,14,0,0,59,46,53,0,0,52,0,0,0,0,60,1,71620,12,48,1,-1,59,39,1,0,0,0,0,56,61,51,46,0,-1,0,0,7,3,0,1,0,0,161837,1,0,14,1,0,3,39,3,0,62,44049,0,9,0,1,0,52,3,0,0,502,3,0,0,0,1,0,0,0,30,0,7,0,64,36,0,-1,34,0,0,20,44050,44050,0,0
71742,,,,,52,0,0,0,7,60101,0,3,29,39,1,64,0,0,0,32,0,1063,0,51,-1,46,31,0,0,0,29,8,0,48,31,37,69,13,0,48,47,223101,40,2026,27,44,51,0,-1,0,2022,46,65,0,173,0,0,5,60,124,154609,7,0,0,45,59,44,0,1,70,0,2,0,0,33,0,71742,13,49,1,-1,50,32,1,0,0,0,0,60,48,43,45,0,-1,0,2,6,1,0,1,0,0,161034,1,0,195,2,0,2,49,2,0,58,3399,0,12,0,1,0,31,3,0,0,501,2,0,0,0,3,0,0,0,30,0,1,0,57,48,0,-1,23,0,0,6,27675,27675,0,0
71797,,,,,61,131,0,0,1,2150301,0,0,287,13,1,38,0,0,0,7,0,1075,0,10,-1,25,13,0,0,0,7,61,0,13,31,12,72,62,0,58,32,223101,32,2027,6,8,12,0,-1,0,1,62,26,0,193,1,0,-1,65,75,153594,0,0,0,18,60,44,0,0,87,0,2,0,0,24,0,71797,59,30,1,-1,27,14,0,0,0,0,0,27,33,59,13,0,-1,0,1,60,9,1,1,0,0,161707,1,0,45,1,0,3,57,3,3,22,16159,0,60,0,0,0,60,4,0,0,502,3,0,0,0,4,2,0,0,30,0,5,0,61,15,0,-1,6,0,0,0,44054,16159,44055,0
71946,,,,,47,0,0,0,31,60101,0,0,36,32,1,54,0,0,0,53,0,245,0,30,-1,57,34,0,0,0,38,6,0,36,21,38,47,14,0,53,40,223101,41,2028,39,48,38,0,-1,0,1523,48,51,0,174,3,0,14,43,1,151969,18,0,0,43,46,52,0,0,65,0,2,0,0,71,0,71946,14,34,1,-1,51,29,2,0,0,0,0,61,38,45,40,0,-1,0,0,15,9,0,1,0,0,161834,1,0,159,1,0,3,27,3,0,44,44058,0,14,0,2,0,42,5,0,0,501,3,0,0,0,5,2,0,0,14,0,2,0,45,33,0,-1,36,0,0,0,31875,31875,0,0
